userName,score,at,content
Hamdi Reza,1,2026-04-28 14:43:54,ga bisa menambahkan kendaraan
Noval rhandy Saputra,5,2026-04-28 14:39:51,mantap cepet pengiriman STNK
ARI SETIAWAN,5,2026-04-28 14:29:25,alhamdulillah pertama kali pake signal ternyata mudah dan gampang tinggal tunggu dirumah
Candra Kurniawan,5,2026-04-28 13:50:23,mantab
aryan biller,5,2026-04-28 13:03:39,"minggu isi formulir selasa datang, mantap... ayo semangat untuk menjadi lebih baik lagi..."
Fajar Nurdyansyah,3,2026-04-28 12:39:44,"Tolong perbaiki kembali layanan nya, masih ada layanan yg belum tersedia di aplikasi. contohnya jika ingin membayar pajak bukan atas nama sendiri"
Saefudin Amir,5,2026-04-28 12:27:27,"Alhamdulillah,,, baru pertama kali saya mengunakan aplikasi ini,,,,, terima kasih,,, memuaskan sekali"
Dimas Kurniawan Pabelan,5,2026-04-28 12:04:14,Sangat membantu dan mempermudah
Rahmat Hidayatulloh,5,2026-04-28 11:34:25,"proses cepat , tunggu di rumah tidak perlu dateng k samsat lagi praktis, efisiensi waktu juga.."
Sugandha Gandha,5,2026-04-28 11:03:46,aplikasi ini sangat membantu & memudahkan urusan pajak kita terimakasih
SULAIMAN AZHARI,1,2026-04-28 10:22:52,"parah banget dari tanggal 16 April sampai sekarang tanggal 28 April, sntk saya masih belum di proses dan diantarkan ke alamat saya. kapok banget, tadinya mau nyoba-nyoba fitur antar ke alamat dengan adanya tambahan biaya malah kyk gini. hadehhh"
Jhon Shodiq,5,2026-04-28 10:19:33,Terima kasih sangat memudah kan SIGNAL OK
ahmad habibi,1,2026-04-28 09:52:30,semenjak update gak bisa buat bayar. gagal terus saat loading kenapa ya min?
Harfian Prayoga,1,2026-04-28 09:17:49,"mau bayar pajak layanan tidak tersedia terus, kebetulan sih ga usah di bayar sekalian keburu duitnya habis🤣"
imam mujiono,2,2026-04-28 09:16:12,setelah update malah... loading data gagal terus....
widi armanto,5,2026-04-28 08:04:19,sangat bermanfaat dan berguna buat bayar pajak dan perpanjngan SIM
Pakdian Yoga,5,2026-04-28 07:51:24,Baik
Laila Muslimah,5,2026-04-28 07:12:28,baru pertama kali bayar pajak lewat online. sempat was2.. tapi alhamdulillah berhasil. Sangat membantu.
Mantiax,4,2026-04-28 06:52:07,"pembayaran pajak kendaraan di kota Dumai, pakai aplikasi ini memang mempermudah proses pembayaran pajak, TAPI : saya udah bayar uang tambahan admin 10.000, biaya kirim 27.500, tapi prosesnya masih lama 1 Minggu baru STNK sampai ketangan saya, btw overall ini udah cukup baik 🙏"
Wismar Simanihuruk,5,2026-04-28 06:32:09,"keren... bayar pajak motor, serasa beli pulsa. sama skali tidak diperribet. mkasih atas pelayanan nya. ongkos kirim nya lebih besar dari ekspedisi umum paket/dokumen 8rb(/gratis) : 32rb. Tapi mantap lah..."
Dwi Aldy,1,2026-04-28 06:28:25,susah bnr dafatar nomer nik semua udh bnr tetep aj ga bisa
I putu gede Sarjana,4,2026-04-28 06:22:00,Pengirim lama sepuluh hari lebih. Tapi untungnya sampai
Nadia Azizah,1,2026-04-28 06:07:25,"bayar Januari, diterimanya april"
I Wayan Sudiarsa,5,2026-04-28 06:06:41,"sangat membantu, proses cepat, pembayaran mudah dan dokumen diantar sampai rumah. Terima kasih 🙏👍"
Ahmad Khaerul Anshori,5,2026-04-28 05:20:42,"Proses cepat, tidak perlu mengantri, mantap"
fkausarLive dot Org,5,2026-04-28 05:17:11,"bagus bayar pajak lebih cepat lewat aplikasi, gak perlu ribet lagi ke samsat. dokumen stnk dikirim kerumah lewat kurir pos namun tentu saja ongkir kita yg bayar."
Hani E Nurhayati,1,2026-04-28 05:05:56,"tidak bisa cek data pajak kendaraan, ada keterangan layanan tidak tersedia, padahal sudah memasukkan semua data yang dibutuhkan, tolong segera diperbaiki"
Sismardhika Dwi Setiyanto,1,2026-04-28 04:15:40,kok gagal mulu min? yg keluar layanan tak tersedia. mohon segera di perbaiki ya min
saiful amri,5,2026-04-28 04:07:18,mantap
Miya Zilong,5,2026-04-28 03:55:54,mempermudah buat yang perantauan . .tidak perlu balik kampung buat bayar pajak. kalo bisa buat pajak 5 tahunan juga perlu. dikarenakan mungkin banyak motor perantauan yng buat kerja sehari dan motor terdebut tidak memungkinkan buat perjalanan jauh. jadi motor tersebut pasti banyak yang nuggak pajak.dikarekan jika mau ganti Plat harus datang ke kantor samsat kampungnya.
Exsol Chanel,1,2026-04-28 03:29:46,pembayaran nya ribet tidak seperti tahun kemarin
Megi Yo,1,2026-04-28 03:08:13,"khusus calo ini mah, susah banget"
Fika Putri,1,2026-04-28 02:12:05,"stnk sejak 1,5 bulan dari pembayaran,tidak dikirim² tanya ke customer service tidak membantu,respon lambat dan tidak jelas"
M iqbal Al hakim lubis,2,2026-04-28 01:19:02,banyak erornya sia2 download buat cek bayar pajak kendaraan saja eror.
Slamet Riyadi,1,2026-04-28 01:13:06,aplikasi rusak gak bisa di pake verifikasi.
Farhan Al Fayied,3,2026-04-28 00:35:33,harus nya bisa dibuat lebih mudah lagi. seperti menampilkan semua kendaraan yang kita miliki semua secara otomatis karena sudah menggunakan NIK dan KK. jadi ga perlu lagi masukin nomer plat nomer rangka dan lain lain.
Dede Ufuy,5,2026-04-27 23:51:43,mntap makasi byak
karman pandu,5,2026-04-27 23:17:40,sangat membantu bagi saya yang punya kesibukan
Rais Putri,5,2026-04-27 21:54:03,good
Iman Maulana,1,2026-04-27 13:50:10,"kenapa saat cek kendaraan/pengajuan pajak kendaraan saya kq ga bs kebuka di situ ada pemberitahuan gagal pendaftaran pengesahan STNK tidak dapat dilanjutkan terdapat blokir !! kq bs ndan., itu kendaraan atas nama sendiri"
Agung Tresna,5,2026-04-27 13:49:39,prosesnya cepat mantap
Ade Firmansyah,1,2026-04-27 13:46:04,aplikasi yg berhubungan sama pemerintahan ga ada yg bener. error semua. kerja nya tidur doang kali
B Haryanto,1,2026-04-27 13:36:56,versi baru tidak bisa dipakai. versi lama tidak bisa diakses
Supri Yanto51,5,2026-04-27 13:33:33,oke lah
Ivan Winanjar,5,2026-04-27 12:58:54,memudahkan kita sebagai warga negara yg taat pajak
sapto gurun,5,2026-04-27 12:41:40,"Aplikasi yang sangat bagus dan memudahkan kita membayar pajak dengan cepat, tepat dan mudah. juga Administrasi yang sangat kooperatif, sangat melayani dengan baik. semoga tetap menjadi yang terbaik melayani masyarakat dalam membayar pajak kendaraan bermotor."
Ridha Tommi,5,2026-04-27 12:33:42,sangat membantu
sumino raharjo,3,2026-04-27 12:16:18,saya mau verifikasi NIK.. tetapi status nya NIK saya sudah terdaftar.. mohon di bantu
imam wena,5,2026-04-27 12:07:27,"seharusnya seperti ini, agar semua bisa taat pajak dimudahkan dalam prosesnya. dokumen sdh diterima dengan baik."
akbar maulana,3,2026-04-27 11:43:22,"tolong pengirimannya lebih di percepat, surat sy terima 2 bulan setelah pembayaran, mungkin bisa di kolaborasikan dengan jasa kirim lain yang lebih banyak tidak hanya 1 jasa kirim. semoga dapat menjadi bahan evaluasi. mantap samsat nasional sudah mempermudah pembayaran pajak.."
adego rahmadani,5,2026-04-27 11:15:29,sangat mwmbatntu dan biaya tambahan juga tifak terllau mahal aman pokoknyaaa
Mohammad Rizki,1,2026-04-27 11:13:47,"kalian suruh warga ri taat pajak,tapi saat mau bayar pajak malah dipersulit aneh,(HIDUP CALO)."
Kamil Husni,5,2026-04-27 09:56:59,"tolong bantu diberi petunjuk atau penjelasan, bagaimana cara mendaftarkan kepemilikan sepeda motor second (tangan kedua) tanpa KTP pemilik pertama ??? Thanks"
joe,5,2026-04-27 09:30:04,bagus
Itam Kambe,1,2026-04-27 07:55:07,"3x ganti email buat verifikasi pas udah bisa, malah pemberitahuan ""akun sudah tidak ada"", aneh"
REN. ID,1,2026-04-27 07:21:46,"foto gagal terus, pelayanan cht lambat lelet tidak respon, ribet"
Muhamad Arifin,1,2026-04-27 07:10:50,Daftarnya aja sudah sulit. saya baru donlot mau daftar malah katanya email sudah pernah terdaftar. mau bayar pajak aja malah dipersulit.
Ismilatifahanggraa,1,2026-04-27 06:40:50,mau bayar pajak online tapi selalu tidak tersedia layanan nya kalo gitu ngapain bikin aplikasi biar mudah kalo tetep harus offline
surya adi16,5,2026-04-27 06:32:50,trimakasih sangat membantu disaat sibuk tidak bisa bayar langsung ke kantor
xsan Ndut,1,2026-04-27 05:00:36,aplikasi payah. mau cek pajak kendaraan susah. Apalagi mau bayar pajak
Sitti Sausan Nazira,1,2026-04-27 04:19:40,"Awalnya memilih bayar lewat aplikasi signal untuk mempermudah diri, tapi berkali-kali di coba selalu ""gagal, layanan tidak tersedia"" Tolong lah, ini kendalanya apa ya udh hubungi CS juga ga ada respon apapun, ini mau bayar pajak loh lok susahh bangettt, ga semua org sempat dtg ke kantor 🥹🙏🏻"
Tisa Sahira210,1,2026-04-27 04:18:27,ga bisa verivikasi terus udh coba ke 2 hp berbeda tetep ga bisa verivikasi payah
andini97,1,2026-04-27 04:11:51,"aplikasi gak ada gunanya, udah daftar dan segala macamnya gak bisa mulu.. sampahhskali"
Alvinsyah rizky Septiawan,1,2026-04-27 04:09:08,ini saya baru bikin akun tapi pas upload foto ko kenapa tiba2 keluar sendiri terus ya? ngebug..
Moh. Shidqi Sumenep,5,2026-04-27 04:08:44,"Proses oke, tapi admin banknya lumayan"
rizwan irawan,5,2026-04-27 03:58:07,pengiriman cepat dan praktis online
hamdani dani,1,2026-04-27 03:33:53,cek pajak ga bisa cek apa ga bisa live chat gak fungsi buang buang anggaran aja
andha fharaza,3,2026-04-27 02:41:06,"Aplikasi bagus sebelumnya, skrng harus verifikasi dan saat verifikasi muncul notif gagal mohon menunggu beberapa waktu untuk konfirmasi diri anda, sdh dicoba berkali kali namun tetap tidak bisa. mohon solusinya."
wahyudi prabangkoro,1,2026-04-27 02:30:47,"jelek, gaya2 an bikin aplikasi, SDM gak siap, sudah bayar gak dikirim2, pas ditanyain jawaban muter2, mau ditindak lanjuti, tapi dari 20 april sampai skr masih aja status proses samsat"
Siti Robiah,3,2026-04-27 02:30:07,mending langsung ke samsatnya ajalah.cepet praktis
Yuli Anto,1,2026-04-27 02:13:08,joh aplikasi dancok angger vertifikasi ktp kok aplikasine mental metu² wae joh
Yusran gokil,5,2026-04-27 02:10:59,saya sangat terbantu dengan ada nya aplikasi signal Samsat terima kasih ya..🙏
Indra Adam,4,2026-04-27 01:09:17,lebih baik lagii
Rizki Tuhulele,1,2026-04-26 21:10:37,ini sebenarnya masalahnya dmna sih mau login aj susah bener.. kirim otp ke email nunggu Ampe 2 jam gak ad otp yg masuk maksudnya gmna? ribet amat
rifa hasna,1,2026-04-26 18:08:01,"asli ribet, udh verivikasi ini itu, ditambah kudu verivikasi gmail, malah pas mau di aktifin, akun tidak ada/ di hapus pdhl baru daftar."
Jaya Sukmana,1,2026-04-26 13:36:43,"sudah lebih 10 kali verifikasi foto KTP dan selfie, selalu gagal (mohon menunggu untuk beberapa waktu untuk konfirmasi data diri anda). Dari pagi, siang, sore, malam, subuh semua waktu dicoba, tetep gagal. sampai coba pakai handphone lain, jaringan lain, foto di tempat lain, siang hari, malam hari, di mall yang pencahayaannya terang, masih gagal."
ryoza s.p,5,2026-04-26 13:17:33,mantappp.. simpel dan gak ribet... sayang kalo terlambat lebih dari 60 hari gak bisa lewat aplikasi.trus untuk yang 5 tahun semoga bisa juga lewat aplikasi
M. Ibnu Ubaidillah,1,2026-04-26 12:15:37,"sy mbayar pajak jam 9 nggak bisa, jam 14 juga nggak bisa🤬"
Eot Diki,1,2026-04-26 12:06:10,aplikasi apaan ..mau cek pajak kaga bisa teruss
Anton Mulyana,5,2026-04-26 11:42:35,praktis...hebat!
joko sulistomo,1,2026-04-26 11:15:11,"ga bisa lihat pajek 5 tahunan yah, hanya pajek 1 tahun kirain bisa sekalian"
Cika Fauzan,5,2026-04-26 11:13:02,pelayanan ok
Diki Yudiar,5,2026-04-26 11:06:16,"aplikasi yang sangat bermanfaat, apalagi kalau didukung dengan SDM yang profesional tentu akan sangat bagus"
Andi Kurniawan,5,2026-04-26 10:58:27,"bantu saya untuk bayar pajak, meskipun BPKB atas nama orang lain"
Dodoy,1,2026-04-26 10:30:52,lama masuknya.. bilang loading sebentar tp kyk prasaan saya kayak loading ambil data di hape kita wkwkkw masa masuk ke aplikasinya lama trus harus nunggu dan data lokasi harus on kyk kita di lock hape kita jadi di tarcking kyk kita pencuri pdhl kita mau beli motor mau cek kendaraan benar atau tidak.. sungguh aneh aplikasi ini
INDONESIAN PETS,5,2026-04-26 10:13:10,pelayanan sangat memuaskan terima kasih
Villa Mutiara Mas 2,5,2026-04-26 10:12:55,"keren, aplikasi mudah, proses cepet"
TATA SUNARTO TATA SUNARTO,5,2026-04-26 09:35:39,ok Signal
taufikur rohman,5,2026-04-26 09:21:21,semoga kedepan nya Makin Cepet👍
Quad Outdoor,5,2026-04-26 09:14:56,"Bayar tgl jumat tgl 24,tgl 26 udah sampe aja. Ga harus buang bensin,waktu,tenaga buat kesamsat 😄🤣"
Styadi Fajar Saputra,1,2026-04-26 06:53:02,susah banget
Loli Anton,5,2026-04-26 06:02:16,selalu tidak mengecewakan
Tarisno 45,5,2026-04-26 05:42:26,sangat membantu bagi perantau
tedy Suta,5,2026-04-26 05:41:50,mantap...prose/pengirimanpun cepat
Hengky Nrs,1,2026-04-26 05:30:17,"selalu gagal, buruk"
Eru Din,1,2026-04-25 22:33:29,"maaf thn ini saya kasih nilai 1 tambah buruk bukan tambah baik, cek kendaraan gagal apalagi bayar pajak, di coba berkali kali hasil nya mengecewakan dobol."
Septra Store,5,2026-04-25 22:10:47,Sangat Memudahkan
Cangcimen,5,2026-04-25 18:04:33,cepat dan memudahkan dalam pembayaran pajak
Dwi Avisa,5,2026-04-25 15:45:55,mudah dan cepat
irman hakim,5,2026-04-25 13:27:48,Terimakasih
Muhammad Indra Mustofa,4,2026-04-25 12:06:26,proses mudah tidak ribet mantaplah kalo masalah proses. tapi pengiriman aja yang lama minesnya di situ aja.
Yunuz UnZ,5,2026-04-25 10:48:46,Semoga semakin membaik
Meka Huga IFR Purnomo,5,2026-04-25 09:37:50,Sangat cepat dan ga ribet
anggi bahtiar,5,2026-04-25 09:36:53,saya tidak dapat mengisi bagian kolom samsat dan kode pos samsat
Fikri ID,1,2026-04-25 09:35:00,udah dapat kode bayar tapi di 3 mbanking gaada yg bisa
tata krizna,5,2026-04-25 09:18:58,mantap
Fendi Oktora,5,2026-04-25 09:05:02,"sangat memudahkan sekali bagi para pekerja yg libur cuma minggu,penyelamat bagi para perantau"
Erna Herawati,5,2026-04-25 08:49:56,pengurusan cepat dan pengantaran juga cepat.. hanya dlm 3-4 hari saja.
Bintang Arbi Pradana,5,2026-04-25 08:45:20,mantap
Nazwa Lizza,5,2026-04-25 07:15:56,mantap gak diragukan lagi sangat membantu dan mempermudah bayar pajak
Rega Derland,2,2026-04-25 07:06:14,"Sudah di Hapus beberapa kali tp tetap tdk bisa Verifikasi data, di tolak terus coba tolong di perbaiki layananya"
Masagus Abdurrohman,5,2026-04-25 06:19:18,"pembayaran pajak jadi mudah sekali, tidak perlu repot datang ke kantor Samsat. Pengirimannya juga cepat."
Septian Dwi Sasongko,3,2026-04-25 05:22:04,"bagus sih, mempermudah dan menghindari pungli. tp untuk prosesnya lumayan cukup lama. semoga kedepan nya bisa lebih baik lg 🙂"
Vijei Gultom,5,2026-04-25 05:08:18,mantul
Tarmudi Agus,5,2026-04-25 04:53:32,sangat membantu sekali aplikasi ini bagi yang domisili nya beda. tentunya jg mengurangi keruwetan birokrasi yg ga jelas
Robby Truely,5,2026-04-25 04:36:02,Sangat memudahkan. Ini kali ke 2 bayar lewat signal tp yg terakhir ini pengirimannya 1 bln baru terima... Mohon perbaikannya kedepan..
eddy susanto,5,2026-04-25 04:28:35,"sejauh ini pelayanan memuaskan, untuk yg males antri sih cocok bgt hehe"
Freya Aileen,1,2026-04-25 03:32:05,APLIKASI ABAL-ABAL SELALU GAK BISA BUAT CEK PAJAK KENDARAAN !!!
Krisna Kapor,5,2026-04-25 02:54:52,"Mantap lah aplikasinya, bayar pajak tahunan bisa sambil rebahan di rumah tanpa harus pake cara illlegal (calo), good job buat developernya. Jarang² ada aplikasi pemerintah kayak gini. Semoga bisa lebih banyak fitur menarik, misal bisa liat pelanggaran kendaraan kita, bisa bayar online juga. Lanjutkan 🔥"
Dody Hartoyo,5,2026-04-25 02:22:38,alhamdulillah Amannah...mantab tidak perlu datang langsung antar ke rumah
Iwan Yuli suranto,5,2026-04-24 22:42:02,cepat 2 hari jadi. cuma setelah pembayaran menggunakan m-banking ada biaya tambahan 10rb lagi. ongkos kirim juga lumayan mahal 22.500 yg paling murah
rohadi nasarani,5,2026-04-24 22:33:21,proses cepat gak ribet dan terhindar dr calo
M Farhan,5,2026-04-24 19:33:14,2hari beres
Tips Cerdas,1,2026-04-24 19:31:21,"Tidak ada menu update nomor KK. setelah menikah saya sudah pisah KK dengan orang tua saya, sehingga punya nomor KK sendiri. Karena hal tersebut data kendaraan saya atas nama saya sendiri tidak valid dan harus ke Samsat terdekat untuk update. Tambahkan fitur update lah tolong"
Andi Sriyono,5,2026-04-24 17:27:48,Untung ada apk ini. Jadi mudah untuk pengurusan STNK. Ga perlu repot2 datang ke kantor samsat lagi. pengiriman nya juga cepat sampai.
Benny Hasiholan PM,5,2026-04-24 15:25:23,"Pertama kali bayar pajak motor pake Signal Samsat mantap dan memuaskan, terima kasih"
Antok,5,2026-04-24 15:12:15,"Sangat membantu utk yg tdak bisa datang langsung kesamsat, terutama utk perantau, masukan bisa pajak atas nama orang lain yg belum bisa balik nama"
Darwin Winandar,2,2026-04-24 14:48:11,"Sudah genap satu bulan dokumen asli pembayaran pajak blm diterima, dilacak gitu2 aja ""sedang diproses di samsat setempat"" .. 🥵"
Johny Willem,5,2026-04-24 13:42:36,"terimakasih, pelayanan baik dan cepat mudah di akses,👍👍🙏🙏"
martin f1zr channel,5,2026-04-24 13:23:46,sangat memudahkan buat pekerja sperti saya
udin mu,5,2026-04-24 13:03:45,mantap that simpele
Irwan Purwanto,4,2026-04-24 12:59:56,perbaiki pembayaran dari BCA kadang error
Alif Nangimudin,5,2026-04-24 12:58:03,proses mudah dan pengiriman cepat
iksan maulana,5,2026-04-24 12:11:39,good
Karsidi Karsidi,4,2026-04-24 11:02:01,"proses nya kelamaan, maaf lebih dari 7 hari kerja, mohon dievaluasi/proses dpt cepat. tks"
Arif Kesuma Ra,4,2026-04-24 10:37:40,Pembayaran Yg Sangat Simpel...
ligon clanD,1,2026-04-24 09:29:12,"mau daftar akun kok ngak bisa ya min, data kependudukan tidak terdaftar. Udah 30 Tahun masa nik KTP ngak terdaftar."
Vion Purnama,5,2026-04-24 09:18:12,"aplikasi sangat membatu untuk bayar pajak, sangat bagus"
Yudi Kencana,5,2026-04-24 08:33:30,sangat membantu dan terus tingkatkan kinerjanya serta lebih diprioritaskan.
win abs,1,2026-04-24 08:06:00,"ribet amat mau bayarkan tetangga karena orangnya sudah tua, menu tersedia hanya untuk satu KK..cpd byr pajak aja sulit amat"
hary ndodong,5,2026-04-24 07:56:28,"Aplikasi sangat membantu saat di perantauan tidak harus mudik,,baru kemarin mencoba nya dan Alhamdulillah berhasil melakukan pajak kendaraan online dan dokumen langsung bisa dikirim di rumah"
Untung Suropati,1,2026-04-24 07:37:52,aplikasi tidak bermanfaat untuk saya selain kerugian menuhi beranda hp saya dan menuhi memory hp. remote saja lah😩
Dhede Muhammad,5,2026-04-24 07:09:02,"mantap, mudah Tampa kendala satset"
adni kowo,4,2026-04-24 06:48:28,kelamaan di samsat
Lovely Rizky,5,2026-04-24 06:40:16,Trimakasih 🙏🙏🙏
xio lan,5,2026-04-24 06:05:55,keren
Timbul Situmeang,5,2026-04-24 05:56:57,Proses cepat dan dikirim ke alamat.
Gus Dimarlly,1,2026-04-24 04:47:47,Gagal mendaftarkan Kendaraan.Data Dukcapil dan data Regiden ranmor Berbeda. Perasaan Pajak Offline gk ada masalah. ini aplikasi Di buat serius apa Cuman buat syarat aja sih.serius nanya min.? dan kasih solusi masalah saya?
Akun Bisnis,4,2026-04-24 04:46:05,Asahan Sumatera Utara. bagus bisa mempermudah membayar pajak kendaraan. waktu tiba 11 hari sudah cukup baik. terimakasih
Ruwi Thunder,5,2026-04-24 03:50:06,jadi lebih mudah dan aktifitas lainnya tidak terganggu...coba perpanjangan 5 tahunnnya juga bisa 🙏
Olin,5,2026-04-24 03:21:49,"sangat membantu meski proses nya sedikit lebih lama.. tapi untuk yang jarang punya waktu luang,ini sangat membantu"
Kamariah,1,2026-04-24 02:43:44,saya ingin membayar pajak kendaraan via online tetapi tidak bisa karena aplikasi. Jadi harus tetap membayar langsung ke kantor Samsat.. padahal saya ingin membayar kendaraan saya tepat waktu.. bayar aja sulit apalagi gratis🙂‍↕️
Nuryati Iyaa,5,2026-04-24 02:27:03,mantap dan ga ribet
Ahmad,5,2026-04-24 01:37:41,"Sangat membantu sekali, mudah dan cepat"
Abdul Syukur,5,2026-04-24 00:58:51,"proses nya mempermudah dan cepet,SMP proses pengiriman nya aga lama,sangat membantu,"
Devi Mubina,3,2026-04-23 23:40:57,"saya mau mengecek biaya pajak motor tahunan melalui app signal,tapi kenapa tidak bisa? di informasikan dari app ""layanan tidak tersedia,cobalah beberapa saat lagi"" itu bagaimana ya kak? padahal data sudah sesuai dan benar"
EndahSufi Hartawan,5,2026-04-23 16:17:44,"pengalaman ke 2 perpanjang stnk motor, gk perlu isi data ulang tinggal klik pilih kendaraan yg sudah terdaftar sebelum nya , gak ada 10 menit sampe proses bayar selesai, 3hr kemudian sudah terima stnk nya dikirim by kurir top banget aplikasinya, ini baru namanya layanan tanpa drama2, the best pokoknya puasss semoga terus lancar tanpa ada kendala atau aturan2 yg njlimet"
Haerul Fauzi,5,2026-04-23 14:09:30,"penggunaan simple, bayar pajak gak perlu antri, dan transparan."
Yoga Erlangga,1,2026-04-23 13:41:07,"Skrg aplikasinya tdk berguna, mau melakukan pembayaran ataupun pendaftaran kendaraan selalu gagal. Sangatsangat tidak berguna!"
Ahmad Rifa'i,1,2026-04-23 13:28:15,"Ribet amat cuma mau cek pajak aja harus ada nik ktp pertama,"
hamid asrori,1,2026-04-23 13:22:34,orang mau bayar pajak di buat susah
M Sandy,5,2026-04-23 13:18:34,mantap ... bisa perpanjang pajak tahunan meskipun luar pulau. dan cepat prosesnya
Nafasya Aja,5,2026-04-23 12:56:35,isi data sesuai kendaran pemilik.lanjut pembayaran. copy nota bayar selesai di aplikasi signal.kemudian buka aplikasi signal di apk bank pemilik misal BCA. lalu bayar dan selesai.
Giri Waskitho,1,2026-04-23 12:26:34,aplikasi ga bisa di gunakan percumah
Hendra,5,2026-04-23 11:53:27,terima kasih
Ano Yahya,5,2026-04-23 11:43:22,mantap sekali apk SIGNAL ini👍👍 sangat mempermudah untuk bayar pajak dan pengantarannya cepat banget 👍
Mrs. Petrovicheva,5,2026-04-23 11:36:53,"tanpa antri, tanpa pungli, gercep tinggal bayar tunggu beberapa hari sudah sampai di antar pak Pos👌"
Said Ghozali,5,2026-04-23 11:36:46,bagus
Husen Abdullah,5,2026-04-23 11:28:39,mantaaab 1 minggu langsung sampai
Wisnu Amboeril,5,2026-04-23 11:17:35,Joss
Yudy Herdiyanto,5,2026-04-23 11:14:19,sangat membantu sekali
You Vie,5,2026-04-23 10:51:45,"matapzz. 5 hari proses smpe rumah , mempermudah yg lagi keja"
Marif MDE,5,2026-04-23 10:01:25,"Mantap ...gak perlu datang ke gerai samsat untuk pajak tahunan..cukup dari rumah, sudah terima penbesahannya terima kasih sukses selalu"
Muhamad Zidan,1,2026-04-23 09:24:27,cs tidak pernah ada tidak pernah merespon
aditia anhar,1,2026-04-23 08:27:23,aplikasinya tidak berfungsi dengan baik. mau bayar pajak gagal mulu. tidak 24 jam juga. sangat tidak membantu
Nisa,5,2026-04-23 07:49:19,aplikasi yg bagus dan mudah digunakan untuk pertama kali menggunakan terasa memuaskan
jon boy,3,2026-04-23 07:48:13,"gagal terus daftar, nik udah, foto ktp udah, selfie udah, tp keluar sendiri terus,,,, aneh"
Ade Nurohmat,5,2026-04-23 07:36:24,Sangat membantu dan mudah efektif dan efisien
Dwi Fahmiyar,5,2026-04-23 07:03:28,"alhamdulillah, senang dengan aplikasi signal samsat... sangat mempermudah untuk perpanjangan stnk. Tanpa ribet dan bisa diantar. terima kasih Samsat Jakarta Selatan 🙏"
Neni TriW,5,2026-04-23 06:41:00,bayar pajak lebih mudah tapi untuk ekspedisi mohon di tambah yg lain .jgn via pos aja
syahrizal syarifudin,5,2026-04-23 06:39:22,sudah sampai
Iis Solihat,5,2026-04-23 06:26:40,mantap ..membantu banget..lebih mudah
Angga Dwi,5,2026-04-23 05:38:41,sangat membantu dan mudah prosesnya
Jefri Efendi,5,2026-04-23 05:29:16,lumayan
Deasi Rimadania,1,2026-04-23 05:23:31,sulit. verifikasi selalu gagal .
Herman Rini,5,2026-04-23 04:45:04,aplikasi yg sangat membantu.. good job
Andrian Sopyan,4,2026-04-23 04:41:17,"STNK saya dari pembayaran tgl 9 Maret 2026 blm sampai, sekarang 23 April 2026 tolong gmn ini PT.Pos Indonesia??"
Edwin Setiadi Karta,1,2026-04-23 04:30:45,setelah update malah jadi tidak bisa daftar kendaraan
nov nova,1,2026-04-23 04:00:08,"makin ksni aplikasi gak berfungsi, beberapa x daftar gak bisa verifikasi foto. daftar pake akun lain verifikasi email malah akun tidak ada, jelas' akunnya baru dibuat & masih ada"
Saeful Anwar,5,2026-04-23 03:42:31,"sangat menyenangkan, mudah, praktis & pelayanan sangat memuaskan, cepat, pengiriman sangat baik."
Muhamad Umbara,4,2026-04-23 02:52:41,"biasanya cepat 3 sudah proses dan sampai rumah,tapi ko tahun ini lama banget,di perbaiki lagi pelayanan nya untuk tahun ini"
sukri bluearmy,1,2026-04-22 21:08:48,aplikasi yang banyak troublenya ampunn dah
Adrian Rendra,1,2026-04-22 21:04:32,"aplikasi gak guna, tiap tahun bayar pajak malah 2023 terakhir bayar pajak. aneh wkwk"
E One,5,2026-04-22 19:49:10,"saya kasih bintang 5 bukan karena aplikasi sdh baik , tetapi kode verifikasi yg ke gmail tidak ada sama sekali dan kemungkinan pemeliharaan aplikasi msh kurang , tolong di perbaiki ,supaya pelayan utk publik semakin mudah dan semakin cepat , saya mendorong aplikasi ini agar bisa lebih baik lagi dan lagi , mohon utk perhatianya ,,, terima kasih"
Supyan Iyan,5,2026-04-22 15:17:00,memudahkan sekali agar tidak terlambat membayar pajak Joss Banget gak perlu Dateng jauh jauh ke Samsat tinggal duduk manis dirumah slesai Dateng sendiri
Muhammad Daniel,5,2026-04-22 15:11:20,"first time, bayar pajak online, jateng jakarta 😁 berguna bagi perantauan"
v zen,5,2026-04-22 15:08:27,"ini pertama kalinya bayar pajak online, awalnya agak deg degan tkut bermasalah, tp ternyata lancar dan gampang bgt,"
Robby rohani,1,2026-04-22 14:57:42,saya edit lah ulasan nya.. pas download baru di hp baru malah ribet.. mau daftarin kendaraan keterangan kendaraan sudah terdaftar tp aneh nya tdk ada kendaraan yg terdaftar di aplikasi.. jd ga bs bayar pajak
Kevinsuleman Suleman,5,2026-04-22 14:49:56,prosesnya sangat mudah Bisa dilakukan di rumah tidak mengganggu aktifitas kita
Heny Heny,5,2026-04-22 14:10:53,"memudahkan warga dalam mengurus perpanjangan STNK,terimakasih"
Marjuki,5,2026-04-22 14:10:16,App sangat memudahkan dan praktis
Sandra Azis,1,2026-04-22 14:09:48,aplikasi busuk gak bisa digunakan
Jeffri Rengga,5,2026-04-22 13:56:34,tumben proses lama samsat nya
